"gene","module","module_color"
"CCDC59",1,"turquoise"
"MRPL54",1,"turquoise"
"ANAPC10",8,"pink"
"NUDT12",1,"turquoise"
"PPIP5K2",3,"brown"
"CMSS1",6,"red"
"TGIF1",4,"yellow"
"DLGAP1",1,"turquoise"
"CDK7",9,"magenta"
"WDR3",1,"turquoise"
"SERINC5",9,"magenta"
"METTL4",4,"yellow"
"MAPK8IP3",4,"yellow"
"SPTBN1",2,"blue"
"NFXL1",1,"turquoise"
"SCYL2",1,"turquoise"
"PACRG",2,"blue"
"GYPC",4,"yellow"
"RUFY3",1,"turquoise"
"TM6SF2",1,"turquoise"
"DNAJC11",1,"turquoise"
"MAPT",1,"turquoise"
"ZNRF1",2,"blue"
"RYR3",1,"turquoise"
"CHST15",2,"blue"
"NDUFS7",1,"turquoise"
"PDK4",3,"brown"
"DAAM1",3,"brown"
"NOX1",1,"turquoise"
"VPS8",1,"turquoise"
"MFGE8",1,"turquoise"
"GTPBP4",1,"turquoise"
"KLF15",3,"brown"
"VSX1",3,"brown"
"SRRM1",1,"turquoise"
"PNPO",3,"brown"
"PLTP",5,"green"
"gga-mir-1630",1,"turquoise"
"OSGIN2",3,"brown"
"FSTL4",3,"brown"
"Pou5f3",1,"turquoise"
"PLCD3",1,"turquoise"
"KLHL10",4,"yellow"
"NDUFS5",1,"turquoise"
"MLXIP",1,"turquoise"
"SPG7",2,"blue"
"DNAJB5",4,"yellow"
"DOK6",1,"turquoise"
"SQLE",2,"blue"
"TMX3",1,"turquoise"
"ZNF512",4,"yellow"
"ZNF740",1,"turquoise"
"SMPD2",1,"turquoise"
"NOLC1",1,"turquoise"
"DSTYK",1,"turquoise"
"GRB14",8,"pink"
"PLA2G15",2,"blue"
"TPPP",3,"brown"
"MFN1",2,"blue"
"ATP6V0D1",6,"red"
"UNC13D",1,"turquoise"
"CAPZA2",9,"magenta"
"NSMCE2",1,"turquoise"
"GPRC5C",1,"turquoise"
"DCTN3",1,"turquoise"
"FAM173A",1,"turquoise"
"MAP1LC3A",1,"turquoise"
"TPST1",1,"turquoise"
"SYT17",3,"brown"
"HAND2",3,"brown"
"PGLS",2,"blue"
"CARS",2,"blue"
"SLC6A6",4,"yellow"
"SLC22A5",1,"turquoise"
"STOM",1,"turquoise"
"SFMBT2",1,"turquoise"
"LRAT",1,"turquoise"
"TMEM63A",1,"turquoise"
"FAM13B",1,"turquoise"
"RPL21",6,"red"
"ACSS3",1,"turquoise"
"GPNMB",3,"brown"
"PLPPR4",1,"turquoise"
"DGKB",1,"turquoise"
"NCAPD2",1,"turquoise"
"ROCK2",1,"turquoise"
"TRIB2",4,"yellow"
"E2F6",4,"yellow"
"STAM2",2,"blue"
"KCNG3",3,"brown"
"SMARCA5",1,"turquoise"
"SCFD1",0,"grey"
"EML4",3,"brown"
"DNAL1",1,"turquoise"
"SCN9A",1,"turquoise"
"SZT2",1,"turquoise"
"gga-mir-1772",1,"turquoise"
"SNORD71",1,"turquoise"
"TIGD5",1,"turquoise"
"ARV1",1,"turquoise"
"NFKBIA",1,"turquoise"
"CISD2",1,"turquoise"
"RIMS2",1,"turquoise"
"UQCC1",1,"turquoise"
"FARSA",1,"turquoise"
"LRWD1",3,"brown"
"RARS",1,"turquoise"
"MOB3B",4,"yellow"
"ZBTB5",1,"turquoise"
"SLC27A6",1,"turquoise"
"COPB2",3,"brown"
"PRDM6",1,"turquoise"
"GATA5",1,"turquoise"
"FAR1",1,"turquoise"
"MRPL40",2,"blue"
"NEIL1",1,"turquoise"
"TRAF1",1,"turquoise"
"DSTN",3,"brown"
"DDAH1",1,"turquoise"
"CYR61",2,"blue"
"KCNC2",3,"brown"
"LARP1B",4,"yellow"
"TRHDE",3,"brown"
"ABHD18",1,"turquoise"
"ENTPD5",4,"yellow"
"RAD51D",2,"blue"
"ANKIB1",1,"turquoise"
"MRPS21",2,"blue"
"TMPRSS9",4,"yellow"
"CTTNBP2",2,"blue"
"PLEKHA3",4,"yellow"
"PBRM1",1,"turquoise"
"TMEM185A",4,"yellow"
"UBFD1",1,"turquoise"
"SCN5A",3,"brown"
"PLK1",2,"blue"
"EPB41",2,"blue"
"BSG",3,"brown"
"BCO2",1,"turquoise"
"MAGT1",2,"blue"
"KCTD14",1,"turquoise"
"NARS2",3,"brown"
"KCTD21",1,"turquoise"
"SIRT4",1,"turquoise"
"ELMO2",4,"yellow"
"NUBP1",1,"turquoise"
"SLITRK4",6,"red"
"TXNRD1",5,"green"
"GNB3",4,"yellow"
"SLC35B1",1,"turquoise"
"CMC2",2,"blue"
"PCDH15",3,"brown"
"TMEM132B",4,"yellow"
"DRAM2",4,"yellow"
"DAGLA",6,"red"
"SOX4",1,"turquoise"
"ACTN4",4,"yellow"
"TMEM11",1,"turquoise"
"EPHB2",1,"turquoise"
"MAPKAPK5",1,"turquoise"
"NATD1",1,"turquoise"
"MCAM",6,"red"
"TUBB3",3,"brown"
"VRK2",2,"blue"
"G6PC3",2,"blue"
"ACAA2",4,"yellow"
"DCPS",9,"magenta"
"gga-mir-130b",1,"turquoise"
"ELOF1",1,"turquoise"
"MNT",3,"brown"
"PAFAH1B1",1,"turquoise"
"PSMD12",1,"turquoise"
"PIGY",1,"turquoise"
"GPR142",3,"brown"
"PSMD3",1,"turquoise"
"WDR41",4,"yellow"
"SLCO3A1",1,"turquoise"
"PISD",1,"turquoise"
"CTSA",1,"turquoise"
"ROPN1L",7,"black"
"SNRNP48",3,"brown"
"SMAP2",5,"green"
"MARS",7,"black"
"TMEM233",1,"turquoise"
"ACSM5",3,"brown"
"MRPL18",1,"turquoise"
"PNLDC1",4,"yellow"
"NUP37",1,"turquoise"
"PAH",3,"brown"
"CEP85",2,"blue"
"PMCH",1,"turquoise"
"HNF4G",4,"yellow"
"TBC1D22B",1,"turquoise"
"TNS3",5,"green"
"CHMP4C",1,"turquoise"
"SGK3",1,"turquoise"
"gga-mir-1683",1,"turquoise"
"gga-mir-1583",1,"turquoise"
"TSPAN9",1,"turquoise"
"TEAD4",1,"turquoise"
"SNX24",1,"turquoise"
"SORCS1",4,"yellow"
"ZFYVE19",7,"black"
"FAM222A",1,"turquoise"
"ZFYVE1",1,"turquoise"
"DEGS1",2,"blue"
"FBXO28",1,"turquoise"
"FAM45A",1,"turquoise"
"ARRDC3",1,"turquoise"
"RFC3",1,"turquoise"
"gga-mir-6585",1,"turquoise"
"CCT7",1,"turquoise"
"PRADC1",2,"blue"
"EGR4",2,"blue"
"WRAP73",1,"turquoise"
"PPP6C",2,"blue"
"RAD17",4,"yellow"
"GPR63",2,"blue"
"CCDC125",1,"turquoise"
"PEX6",4,"yellow"
"PARP9",3,"brown"
"GNPDA1",1,"turquoise"
"TNNT1",0,"grey"
"ZC2HC1A",1,"turquoise"
"CERS3",2,"blue"
"SLC30A8",1,"turquoise"
"LEPR",8,"pink"
"SLC38A11",1,"turquoise"
"PRPF19",1,"turquoise"
"COPG2",8,"pink"
"TYW5",2,"blue"
"EWSR1",1,"turquoise"
"TTC28",1,"turquoise"
"USP10",1,"turquoise"
"DTWD1",4,"yellow"
"SLMAP",1,"turquoise"
"FLNB",1,"turquoise"
"TMEM184C",4,"yellow"
"CRIPT",1,"turquoise"
"SOCS5",4,"yellow"
"EDNRA",1,"turquoise"
"SDK2",2,"blue"
"YBX3",7,"black"
"RALA",1,"turquoise"
"RPS13",4,"yellow"
"PLXNA1",2,"blue"
"PHF6",1,"turquoise"
"HPRT1",3,"brown"
"ZFPM1",1,"turquoise"
"CEP41",1,"turquoise"
"UBTD2",3,"brown"
"SLC25A44",3,"brown"
"ASB8",1,"turquoise"
"PPP1R7",1,"turquoise"
"TMEM98",1,"turquoise"
"EDARADD",4,"yellow"
"CHCHD4",1,"turquoise"
"ARNT",7,"black"
"BRD8",1,"turquoise"
"SLC23A1",3,"brown"
"COBL",3,"brown"
"SNRNP35",3,"brown"
"ADAP2",1,"turquoise"
"SARS",1,"turquoise"
"WNT1",3,"brown"
"TOMM6",1,"turquoise"
"ADAMTSL2",2,"blue"
"MBTD1",2,"blue"
"NRG4",1,"turquoise"
"NRBF2",2,"blue"
"DNER",3,"brown"
"SMOX",1,"turquoise"
"WDR43",1,"turquoise"
"B3GNT5",4,"yellow"
"ADAM33",1,"turquoise"
"ANTXR1",1,"turquoise"
"CHST11",6,"red"
"gga-mir-6663",1,"turquoise"
"ARL5A",1,"turquoise"
"ENTPD7",3,"brown"
"MMP24",3,"brown"
"ATP6",1,"turquoise"
"SNORD39",1,"turquoise"
"SCARNA14",1,"turquoise"
"SCAF8",1,"turquoise"
"TDP2",1,"turquoise"
"ACOT13",2,"blue"
"TRAPPC9",4,"yellow"
"LPAR2",1,"turquoise"
"XRCC4",1,"turquoise"
"ATG101",3,"brown"
"PM20D2",1,"turquoise"
"CARHSP1",2,"blue"
"DUT",1,"turquoise"
"RNASEL",4,"yellow"
"EPM2A",3,"brown"
"SOS2",1,"turquoise"
"TMEM184B",1,"turquoise"
"RFX5",1,"turquoise"
"CTBS",1,"turquoise"
"MCCC1",3,"brown"
"NBEAL1",9,"magenta"
"SNORA53",1,"turquoise"
"IQCH",6,"red"
"SDCBP",4,"yellow"
"CLRN3",1,"turquoise"
"PTPN14",7,"black"
"NAA15",1,"turquoise"
"SCP2",4,"yellow"
"TRAPPC11",1,"turquoise"
"RWDD4",1,"turquoise"
"RCC1L",4,"yellow"
"ATAD2B",9,"magenta"
"ERH",1,"turquoise"
"PRELID3B",1,"turquoise"
"TMEM251",2,"blue"
"SIX4",8,"pink"
"RAB18",4,"yellow"
"RHBDF1",3,"brown"
"MAGI1",3,"brown"
"ARCN1",8,"pink"
"PTGDR",3,"brown"
"SORD",1,"turquoise"
"ABCG1",3,"brown"
"BCL11A",1,"turquoise"
"TBC1D12",1,"turquoise"
"ZNF318",1,"turquoise"
"VAX1",1,"turquoise"
"FGB",1,"turquoise"
"PPP4R4",5,"green"
"gga-mir-196-4",1,"turquoise"
"CREG2",1,"turquoise"
"EFCAB5",7,"black"
"DNALI1",1,"turquoise"
"ZMAT3",1,"turquoise"
"LIMS2",1,"turquoise"
"MKNK2",1,"turquoise"
"NUDT13",2,"blue"
"TTYH3",1,"turquoise"
"H2AFJ",6,"red"
"DUSP1",1,"turquoise"
"NDUFAF6",9,"magenta"
"HERPUD2",1,"turquoise"
"CALR",1,"turquoise"
"PFKFB3",1,"turquoise"
"DECR1",1,"turquoise"
"SLC35F1",3,"brown"
"ITGA7",2,"blue"
"RASD1",3,"brown"
"PLCL2",1,"turquoise"
"OBSL1",3,"brown"
"RFTN1",5,"green"
"OSBPL2",2,"blue"
"PSMC5",1,"turquoise"
"RPS6KB1",1,"turquoise"
"SCD",2,"blue"
"GUCA1A",4,"yellow"
"PAK2",1,"turquoise"
"B3GNTL1",2,"blue"
"SLC16A12",1,"turquoise"
"ABHD17C",3,"brown"
"RANBP10",6,"red"
"WWC3",1,"turquoise"
"YTHDF2",1,"turquoise"
"gga-mir-1608",1,"turquoise"
"ELK3",3,"brown"
"SLC39A10",3,"brown"
"FAM210B",7,"black"
"PES1",2,"blue"
"ADCY9",1,"turquoise"
"HMBS",1,"turquoise"
"CAMK2N1",1,"turquoise"
"OPA3",1,"turquoise"
"MRPS14",1,"turquoise"
"FANCL",3,"brown"
"USP15",1,"turquoise"
"CDIP1",2,"blue"
"RBFOX3",3,"brown"
"EVA1C",2,"blue"
"GALNT10",1,"turquoise"
"SAMD5",1,"turquoise"
"PLXDC1",1,"turquoise"
"ZNF804A",0,"grey"
"CFDP1",1,"turquoise"
"RASA2",1,"turquoise"
"RUNDC1",3,"brown"
"CAPZB",4,"yellow"
"SARDH",1,"turquoise"
"AMFR",1,"turquoise"
"TOX2",4,"yellow"
"MST1R",1,"turquoise"
"SMG6",1,"turquoise"
"HOXA10",2,"blue"
"SMCO4",2,"blue"
"HIRA",1,"turquoise"
"UBE2E2",1,"turquoise"
"BMS1",1,"turquoise"
"PDAP1",1,"turquoise"
"NR4A2",4,"yellow"
"TMEM59L",3,"brown"
"CDV3",1,"turquoise"
"CSNK1G1",4,"yellow"
"FAM110C",1,"turquoise"
"ACP1",1,"turquoise"
"SH3YL1",1,"turquoise"
"PSMC3IP",1,"turquoise"
"SLC37A3",7,"black"
"AGTPBP1",3,"brown"
"RMI1",1,"turquoise"
"NAA35",1,"turquoise"
"TLR3",3,"brown"
"STX17",1,"turquoise"
"gga-mir-1581",1,"turquoise"
"gga-mir-1647",1,"turquoise"
"gga-mir-1723",1,"turquoise"
"ATG10",4,"yellow"
"CCDC171",1,"turquoise"
"STXBP5",1,"turquoise"
"PSIP1",1,"turquoise"
"PIP5K1B",1,"turquoise"
"FXN",3,"brown"
"BDH2",1,"turquoise"
"ATL1",1,"turquoise"
"FBXO4",4,"yellow"
